gene_id	chr	start	end	strand	size	locus_tag	gene_name	gbkey	description
exon-LgyM4147_000010600.1-1	CP103914.1	162762	163742	+	981	NXY56_000057	-	mRNA	tricarboxylate carrier%2C putative
exon-LgyM4147_000010700.1-1	CP103914.1	164440	167274	+	2835	NXY56_000058	-	mRNA	hypothetical protein
exon-LgyM4147_000010800.1-1	CP103914.1	169642	170916	+	1275	NXY56_000059	-	mRNA	KREL1
exon-LgyM4147_000010900.1-1	CP103914.1	172224	177563	+	5340	NXY56_000060	-	mRNA	Rab-GTPase-TBC domain containing protein%2C putative
exon-LgyM4147_000011000.1-1	CP103914.1	178341	179606	+	1266	NXY56_000061	-	mRNA	DNA-damage inducible protein DDI1-like protein
exon-LgyM4147_000011100.1-1	CP103914.1	180107	181069	+	963	NXY56_000062	-	mRNA	hypothetical protein
exon-LgyM4147_000011200.1-1	CP103914.1	181512	182096	+	585	NXY56_000063	-	mRNA	DNA-damage inducible protein DDI1-like protein
exon-LgyM4147_000011300.1-1	CP103914.1	182150	182776	+	627	NXY56_000064	-	mRNA	DNA-damage inducible protein DDI1-like protein
exon-LgyM4147_000011400.1-1	CP103914.1	183276	184238	+	963	NXY56_000065	-	mRNA	hypothetical protein
exon-LgyM4147_000011500.1-1	CP103914.1	184681	185946	+	1266	NXY56_000066	-	mRNA	DNA-damage inducible protein DDI1-like protein
exon-LgyM4147_000011600.1-1	CP103914.1	186446	187324	+	879	NXY56_000067	-	mRNA	hypothetical protein
exon-LgyM4147_000011700.1-1	CP103914.1	187846	189111	+	1266	NXY56_000068	-	mRNA	DNA-damage inducible protein DDI1-like protein
exon-LgyM4147_000011800.1-1	CP103914.1	189609	191462	+	1854	NXY56_000069	-	mRNA	hypothetical protein
exon-LgyM4147_000011900.1-1	CP103914.1	193418	196360	+	2943	NXY56_000070	-	mRNA	hypothetical protein
exon-LgyM4147_000012000.1-1	CP103914.1	198786	202130	+	3345	NXY56_000071	-	mRNA	HSP70-like protein
exon-LgyM4147_000012100.1-1	CP103914.1	203247	204746	+	1500	NXY56_000072	-	mRNA	metallo-peptidase%2C Clan ME%2C Family M16
exon-LgyM4147_000012200.1-1	CP103914.1	205951	210720	+	4770	NXY56_000073	-	mRNA	hypothetical protein
exon-LgyM4147_000012300.1-1	CP103914.1	212025	212903	+	879	NXY56_000074	-	mRNA	hypothetical protein
exon-LgyM4147_000012400.1-1	CP103914.1	215870	218407	+	2538	NXY56_000075	-	mRNA	hypothetical protein
exon-LgyM4147_000012500.1-1	CP103914.1	219076	219780	+	705	NXY56_000076	-	mRNA	PLAC8 family%2C putative
exon-LgyM4147_000012600.1-1	CP103914.1	221374	221625	+	252	NXY56_000077	-	mRNA	hypothetical protein
exon-LgyM4147_000012700.1-1	CP103914.1	225012	226652	+	1641	NXY56_000078	-	mRNA	ubiquitin activating enzyme%2C putative
exon-LgyM4147_000012800.1-1	CP103914.1	227230	232092	+	4863	NXY56_000079	-	mRNA	hypothetical protein
exon-LgyM4147_000012900.1-1	CP103914.1	233568	233852	+	285	NXY56_000080	-	mRNA	hypothetical protein
exon-LgyM4147_000013000.1-1	CP103914.1	234397	234642	+	246	NXY56_000081	-	mRNA	Meckel syndrome type 6 protein%2C putative
exon-LgyM4147_000013100.1-1	CP103914.1	235733	238306	+	2574	NXY56_000082	-	mRNA	hypothetical protein
exon-LgyM4147_000013200.1-1	CP103914.1	239472	241403	+	1932	NXY56_000083	-	mRNA	protein kinase%2C putative
exon-LgyM4147_000013300.1-1	CP103914.1	243325	243699	+	375	NXY56_000084	-	mRNA	hypothetical protein
exon-LgyM4147_000013400.1-1	CP103914.1	244461	245864	+	1404	NXY56_000085	-	mRNA	hypothetical protein
exon-LgyM4147_000013500.1-1	CP103914.1	246387	247598	+	1212	NXY56_000086	-	mRNA	eukaryotic initiation factor 4a%2C putative
exon-LgyM4147_000013600.1-1	CP103914.1	249185	250396	+	1212	NXY56_000087	-	mRNA	eukaryotic initiation factor 4a%2C putative
exon-LgyM4147_000013700.1-1	CP103914.1	252774	254099	+	1326	NXY56_000088	-	mRNA	hypothetical protein
exon-LgyM4147_000013800.1-1	CP103914.1	256040	257275	+	1236	NXY56_000089	-	mRNA	hypothetical protein
exon-LgyM4147_000013900.1-1	CP103914.1	258850	261804	+	2955	NXY56_000090	-	mRNA	calcium/potassium channel (CAKC)%2C putative
exon-LgyM4147_000014000.1-1	CP103914.1	264807	268145	+	3339	NXY56_000091	-	mRNA	potassium channel subunit-like protein
exon-LgyM4147_000014100.1-1	CP103914.1	269434	269886	+	453	NXY56_000092	-	mRNA	Tubulin C-terminal domain containing protein%2C putative
exon-LgyM4147_000014200.1-1	CP103914.1	279427	279729	+	303	NXY56_000093	-	mRNA	histone H4
exon-LgyM4147_000014300.1-1	CP103914.1	281720	284014	+	2295	NXY56_000094	-	mRNA	-
exon-LgyM4147_000014400.1-1	CP103915.1	2782	3300	-	519	NXY56_000095	-	mRNA	hypothetical protein
exon-LgyM4147_000014500.1-1	CP103915.1	4795	5097	-	303	NXY56_000096	-	mRNA	histone H4
exon-LgyM4147_000014600.1-1	CP103915.1	6690	6740	-	51	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-2	CP103915.1	6632	6688	-	57	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-3	CP103915.1	6496	6630	-	135	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-4	CP103915.1	6422	6493	-	72	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-5	CP103915.1	6348	6419	-	72	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-6	CP103915.1	6335	6346	-	12	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-7	CP103915.1	6235	6333	-	99	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-8	CP103915.1	6122	6232	-	111	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-9	CP103915.1	6010	6120	-	111	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-10	CP103915.1	6003	6008	-	6	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-11	CP103915.1	5963	6001	-	39	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-12	CP103915.1	5910	5960	-	51	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014600.1-13	CP103915.1	5876	5908	-	33	NXY56_000097	-	mRNA	-
exon-LgyM4147_000014700.1-1	CP103915.1	7571	10183	-	2613	NXY56_000098	-	mRNA	-
exon-LgyM4147_000014800.1-1	CP103915.1	12456	13112	-	657	NXY56_000099	-	mRNA	cytochrome b-domain protein%2C putative
exon-LgyM4147_000014900.1-1	CP103915.1	13673	14239	-	567	NXY56_000100	-	mRNA	hypothetical protein
exon-LgyM4147_000015000.1-1	CP103915.1	14855	16048	-	1194	NXY56_000101	-	mRNA	hypothetical protein
exon-LgyM4147_000015100.1-1	CP103915.1	18355	21702	-	3348	NXY56_000102	-	mRNA	hypothetical protein
exon-LgyM4147_000015200.1-1	CP103915.1	30269	33040	-	2772	NXY56_000103	-	mRNA	hypothetical protein
exon-LgyM4147_000015300.1-1	CP103915.1	35191	38691	-	3501	NXY56_000104	-	mRNA	tRNA exportin%2C putative
exon-LgyM4147_000015400.1-1	CP103915.1	40454	55234	-	14781	NXY56_000105	-	mRNA	phosphatidylinositol kinase related protein%2C putative
exon-LgyM4147_000015500.1-1	CP103915.1	56599	57312	-	714	NXY56_000106	-	mRNA	Zinc-finger of C2H2 type%2C putative
exon-LgyM4147_000015600.1-1	CP103915.1	58341	61016	-	2676	NXY56_000107	-	mRNA	Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat%2C putative
exon-LgyM4147_000015700.1-1	CP103915.1	64090	66531	-	2442	NXY56_000108	-	mRNA	phosphoglycan beta 1%2C3 galactosyltransferase
exon-LgyM4147_000015800.1-1	CP103915.1	72362	73534	-	1173	NXY56_000109	-	mRNA	-
exon-LgyM4147_000015800.1-2	CP103915.1	71505	72359	-	855	NXY56_000109	-	mRNA	-
exon-LgyM4147_000015900.1-1	CP103915.1	76870	82737	-	5868	NXY56_000110	-	mRNA	Vps51/Vps67%2C putative
exon-LgyM4147_000016000.1-1	CP103915.1	89097	90128	-	1032	NXY56_000111	-	mRNA	-
exon-LgyM4147_000016000.1-2	CP103915.1	88057	89094	-	1038	NXY56_000111	-	mRNA	-
exon-LgyM4147_000016100.1-1	CP103915.1	93474	95447	-	1974	NXY56_000112	-	mRNA	-
exon-LgyM4147_000016200.1-1	CP103915.1	97303	99801	-	2499	NXY56_000113	-	mRNA	phosphoglycan beta 1%2C3 galactosyltransferase
exon-LgyM4147_000016300.1-1	CP103915.1	101993	104740	-	2748	NXY56_000114	-	mRNA	hypothetical protein
exon-LgyM4147_000016400.1-1	CP103915.1	106541	108589	-	2049	NXY56_000115	-	mRNA	-
exon-LgyM4147_000016500.1-1	CP103915.1	111806	113983	-	2178	NXY56_000116	-	mRNA	phosphoglycan beta 1%2C3 galactosyltransferase
exon-LgyM4147_000016600.1-1	CP103915.1	116656	119670	-	3015	NXY56_000117	-	mRNA	Glycosyltransferase (GlcNAc)%2C putative
exon-LgyM4147_000016700.1-1	CP103915.1	121193	124648	-	3456	NXY56_000118	-	mRNA	hypothetical protein
exon-LgyM4147_000016800.1-1	CP103915.1	126553	127389	-	837	NXY56_000119	-	mRNA	small GTP binding protein rab6-like protein
exon-LgyM4147_000016900.1-1	CP103915.1	128380	128856	-	477	NXY56_000120	-	mRNA	hypothetical protein
exon-LgyM4147_000017000.1-1	CP103915.1	130310	130813	-	504	NXY56_000121	-	mRNA	hypothetical protein
exon-LgyM4147_000017100.1-1	CP103915.1	131776	133365	-	1590	NXY56_000122	-	mRNA	NIMA/Nek Serine/threonine-protein kinase family%2C putative
exon-LgyM4147_000017200.1-1	CP103915.1	135323	140617	-	5295	NXY56_000123	-	mRNA	ATP-binding cassette subfamily A%2C member 1%2C putative
exon-LgyM4147_000017300.1-1	CP103915.1	140754	143123	-	2370	NXY56_000124	-	mRNA	hypothetical protein
exon-LgyM4147_000017400.1-1	CP103915.1	143729	144052	-	324	NXY56_000125	-	mRNA	hypothetical protein
exon-LgyM4147_000017500.1-1	CP103915.1	144250	144504	-	255	NXY56_000126	-	mRNA	hypothetical protein
exon-LgyM4147_000017600.1-1	CP103915.1	148894	151032	-	2139	NXY56_000127	-	mRNA	Soluble NSF attachment protein%2C SNAP%2C putative
exon-LgyM4147_000017700.1-1	CP103915.1	152081	153067	-	987	NXY56_000128	-	mRNA	RNase PH-like protein%2C putative
exon-LgyM4147_000017800.1-1	CP103915.1	160401	163619	-	3219	NXY56_000129	-	mRNA	hypothetical protein
exon-LgyM4147_000017900.1-1	CP103915.1	165177	166772	-	1596	NXY56_000130	-	mRNA	casein kinase II%2C alpha chain%2C putative
exon-LgyM4147_000018000.1-1	CP103915.1	168011	169609	-	1599	NXY56_000131	-	mRNA	proteasome regulatory non-ATPase subunit 6%2C putative
exon-LgyM4147_000018100.1-1	CP103915.1	170889	172268	-	1380	NXY56_000132	-	mRNA	FtsJ-like methyltransferase%2C putative
exon-LgyM4147_000018200.1-1	CP103915.1	173748	174419	-	672	NXY56_000133	-	mRNA	ubiquitin-conjugating enzyme E2%2C putative
exon-LgyM4147_000018300.1-1	CP103915.1	175733	178837	-	3105	NXY56_000134	-	mRNA	Mitochondrial protein 81
exon-LgyM4147_000018400.1-1	CP103915.1	180840	183923	-	3084	NXY56_000135	-	mRNA	hypothetical protein
exon-LgyM4147_000018500.1-1	CP103915.1	187914	189044	-	1131	NXY56_000136	-	mRNA	serine peptidase%2C Clan S-%2C family S54%2C putative
exon-LgyM4147_000018600.1-1	CP103915.1	194430	195308	-	879	NXY56_000137	-	mRNA	voltage-dependent anion-selective channel%2C putative
exon-LgyM4147_000018700.1-1	CP103915.1	196257	204815	-	8559	NXY56_000138	-	mRNA	hypothetical protein
exon-LgyM4147_000018800.1-1	CP103915.1	205859	206452	-	594	NXY56_000139	-	mRNA	hypothetical protein
exon-LgyM4147_000018900.1-1	CP103915.1	207231	210371	-	3141	NXY56_000140	-	mRNA	hypothetical protein
exon-LgyM4147_000019000.1-1	CP103915.1	211414	214260	-	2847	NXY56_000141	-	mRNA	glycerate kinase%2C putative
exon-LgyM4147_000019100.1-1	CP103915.1	215776	216288	-	513	NXY56_000142	-	mRNA	hypothetical protein
exon-LgyM4147_000019200.1-1	CP103915.1	217801	224235	-	6435	NXY56_000143	-	mRNA	hypothetical protein
exon-LgyM4147_000019300.1-1	CP103915.1	229123	231690	-	2568	NXY56_000144	-	mRNA	hypothetical protein
exon-LgyM4147_000019400.1-1	CP103915.1	232985	233959	-	975	NXY56_000145	-	mRNA	hypothetical protein
exon-LgyM4147_000019500.1-1	CP103915.1	236059	236547	-	489	NXY56_000146	-	mRNA	hypothetical protein
exon-LgyM4147_000019600.1-1	CP103915.1	237334	239841	-	2508	NXY56_000147	-	mRNA	hypothetical protein
exon-LgyM4147_000019700.1-1	CP103915.1	243105	247451	-	4347	NXY56_000148	-	mRNA	protein kinase%2C putative
exon-NXY56_008318-1	CP103915.1	253651	253678	-	28	NXY56_008318	-	ncRNA	spliced_leader_RNA
exon-NXY56_008319-1	CP103915.1	259631	259651	-	21	NXY56_008319	-	ncRNA	spliced_leader_RNA
exon-NXY56_008320-1	CP103915.1	261486	261515	+	30	NXY56_008320	-	ncRNA	spliced_leader_RNA
exon-NXY56_008321-1	CP103915.1	267089	267116	+	28	NXY56_008321	-	ncRNA	spliced_leader_RNA
exon-LgyM4147_000020400.1-1	CP103915.1	279520	283731	-	4212	NXY56_000149	-	mRNA	SLACS Reverse transcriptase (RNA-dependent DNA polymerase)%2C putative
exon-NXY56_008322-1	CP103915.1	287298	287323	-	26	NXY56_008322	-	ncRNA	spliced_leader_RNA
exon-NXY56_008323-1	CP103915.1	287517	287556	-	40	NXY56_008323	-	ncRNA	spliced_leader_RNA
exon-NXY56_008324-1	CP103915.1	287747	287785	-	39	NXY56_008324	-	ncRNA	spliced_leader_RNA
exon-NXY56_008325-1	CP103915.1	287975	288013	-	39	NXY56_008325	-	ncRNA	spliced_leader_RNA
exon-NXY56_008326-1	CP103915.1	288203	288241	-	39	NXY56_008326	-	ncRNA	spliced_leader_RNA
exon-NXY56_008327-1	CP103915.1	288434	288470	-	37	NXY56_008327	-	ncRNA	spliced_leader_RNA
exon-NXY56_008328-1	CP103915.1	288657	288695	-	39	NXY56_008328	-	ncRNA	spliced_leader_RNA
exon-NXY56_008329-1	CP103915.1	288889	288927	-	39	NXY56_008329	-	ncRNA	spliced_leader_RNA
exon-NXY56_008330-1	CP103915.1	289119	289157	-	39	NXY56_008330	-	ncRNA	spliced_leader_RNA
exon-NXY56_008331-1	CP103915.1	289346	289384	-	39	NXY56_008331	-	ncRNA	spliced_leader_RNA
exon-NXY56_008332-1	CP103915.1	289575	289613	-	39	NXY56_008332	-	ncRNA	spliced_leader_RNA
exon-NXY56_008333-1	CP103915.1	289804	289842	-	39	NXY56_008333	-	ncRNA	spliced_leader_RNA
exon-NXY56_008334-1	CP103915.1	290035	290073	-	39	NXY56_008334	-	ncRNA	spliced_leader_RNA
exon-NXY56_008335-1	CP103915.1	290262	290300	-	39	NXY56_008335	-	ncRNA	spliced_leader_RNA
exon-NXY56_008336-1	CP103915.1	290489	290527	-	39	NXY56_008336	-	ncRNA	spliced_leader_RNA
exon-NXY56_008337-1	CP103915.1	290721	290760	-	40	NXY56_008337	-	ncRNA	spliced_leader_RNA
exon-NXY56_008338-1	CP103915.1	290951	290989	-	39	NXY56_008338	-	ncRNA	spliced_leader_RNA
exon-NXY56_008339-1	CP103915.1	291179	291217	-	39	NXY56_008339	-	ncRNA	spliced_leader_RNA
exon-NXY56_008340-1	CP103915.1	291407	291445	-	39	NXY56_008340	-	ncRNA	spliced_leader_RNA
exon-NXY56_008341-1	CP103915.1	291638	291676	-	39	NXY56_008341	-	ncRNA	spliced_leader_RNA
exon-NXY56_008342-1	CP103915.1	291866	291904	-	39	NXY56_008342	-	ncRNA	spliced_leader_RNA
exon-NXY56_008343-1	CP103915.1	292097	292135	-	39	NXY56_008343	-	ncRNA	spliced_leader_RNA
exon-NXY56_008344-1	CP103915.1	292326	292364	-	39	NXY56_008344	-	ncRNA	spliced_leader_RNA
exon-NXY56_008345-1	CP103915.1	292555	292593	-	39	NXY56_008345	-	ncRNA	spliced_leader_RNA
exon-NXY56_008346-1	CP103915.1	292784	292822	-	39	NXY56_008346	-	ncRNA	spliced_leader_RNA
exon-NXY56_008347-1	CP103915.1	293015	293053	-	39	NXY56_008347	-	ncRNA	spliced_leader_RNA
exon-NXY56_008348-1	CP103915.1	293243	293281	-	39	NXY56_008348	-	ncRNA	spliced_leader_RNA
exon-NXY56_008349-1	CP103915.1	293472	293510	-	39	NXY56_008349	-	ncRNA	spliced_leader_RNA
exon-NXY56_008350-1	CP103915.1	293703	293741	-	39	NXY56_008350	-	ncRNA	spliced_leader_RNA
exon-NXY56_008351-1	CP103915.1	293934	293972	-	39	NXY56_008351	-	ncRNA	spliced_leader_RNA
exon-NXY56_008352-1	CP103915.1	294163	294201	-	39	NXY56_008352	-	ncRNA	spliced_leader_RNA
exon-NXY56_008353-1	CP103915.1	294393	294431	-	39	NXY56_008353	-	ncRNA	spliced_leader_RNA
exon-NXY56_008354-1	CP103915.1	294624	294662	-	39	NXY56_008354	-	ncRNA	spliced_leader_RNA
exon-NXY56_008355-1	CP103915.1	294854	294892	-	39	NXY56_008355	-	ncRNA	spliced_leader_RNA
exon-NXY56_008356-1	CP103915.1	295315	295353	-	39	NXY56_008356	-	ncRNA	spliced_leader_RNA
exon-NXY56_008357-1	CP103915.1	295546	295584	-	39	NXY56_008357	-	ncRNA	spliced_leader_RNA
exon-NXY56_008358-1	CP103915.1	295778	295816	-	39	NXY56_008358	-	ncRNA	spliced_leader_RNA
exon-NXY56_008359-1	CP103915.1	296010	296048	-	39	NXY56_008359	-	ncRNA	spliced_leader_RNA
exon-NXY56_008360-1	CP103915.1	296241	296279	-	39	NXY56_008360	-	ncRNA	spliced_leader_RNA
exon-NXY56_008361-1	CP103915.1	296471	296509	-	39	NXY56_008361	-	ncRNA	spliced_leader_RNA
exon-NXY56_008362-1	CP103915.1	296701	296739	-	39	NXY56_008362	-	ncRNA	spliced_leader_RNA
exon-NXY56_008363-1	CP103915.1	296930	296968	-	39	NXY56_008363	-	ncRNA	spliced_leader_RNA
exon-NXY56_008364-1	CP103915.1	297160	297198	-	39	NXY56_008364	-	ncRNA	spliced_leader_RNA
exon-NXY56_008365-1	CP103915.1	297390	297428	-	39	NXY56_008365	-	ncRNA	spliced_leader_RNA
exon-NXY56_008366-1	CP103915.1	297622	297660	-	39	NXY56_008366	-	ncRNA	spliced_leader_RNA
exon-NXY56_008367-1	CP103915.1	297853	297891	-	39	NXY56_008367	-	ncRNA	spliced_leader_RNA
exon-NXY56_008368-1	CP103915.1	298084	298122	-	39	NXY56_008368	-	ncRNA	spliced_leader_RNA
exon-NXY56_008369-1	CP103915.1	298312	298350	-	39	NXY56_008369	-	ncRNA	spliced_leader_RNA
exon-NXY56_008370-1	CP103915.1	298543	298581	-	39	NXY56_008370	-	ncRNA	spliced_leader_RNA
exon-NXY56_008371-1	CP103915.1	298774	298812	-	39	NXY56_008371	-	ncRNA	spliced_leader_RNA
exon-NXY56_008372-1	CP103915.1	299006	299044	-	39	NXY56_008372	-	ncRNA	spliced_leader_RNA
exon-NXY56_008373-1	CP103915.1	299237	299275	-	39	NXY56_008373	-	ncRNA	spliced_leader_RNA
exon-NXY56_008374-1	CP103915.1	299467	299505	-	39	NXY56_008374	-	ncRNA	spliced_leader_RNA
exon-NXY56_008375-1	CP103915.1	299697	299735	-	39	NXY56_008375	-	ncRNA	spliced_leader_RNA
exon-NXY56_008376-1	CP103915.1	299929	299967	-	39	NXY56_008376	-	ncRNA	spliced_leader_RNA
exon-NXY56_008377-1	CP103915.1	300162	300200	-	39	NXY56_008377	-	ncRNA	spliced_leader_RNA
