ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0016042	lipid catabolic process	27/783	67/6015	0.402985074626866	3.09572825527535	6.67291534711273	1.90884558438884e-08	2.42770452050908e-06	2.16640273979442e-06	YIL160C/YDR216W/YNL202W/YJR019C/YDR058C/YKL094W/YEL020C/YKR009C/YGL205W/YPR006C/YDL078C/YPL206C/YCR068W/YIR007W/YPL147W/YKL188C/YMR165C/YPL110C/YPL087W/YMR006C/YLR284C/YGL126W/YJR107W/YOR059C/YPL095C/YNL009W/YNL012W	27
GO:0072329	monocarboxylic acid catabolic process	18/783	34/6015	0.529411764705882	4.06693711967546	6.9372309732063	2.73542488334948e-08	3.12104873435739e-06	2.78512004736305e-06	YIL160C/YNL274C/YOR388C/YDR216W/YNL202W/YJR019C/YEL020C/YKR009C/YGL205W/YPR006C/YDL078C/YPL147W/YKL188C/YMR165C/YPL275W/YLR284C/YPL095C/YNL009W	18
GO:0033108	mitochondrial respiratory chain complex assembly	25/783	60/6015	0.416666666666667	3.20083014048531	6.62750391030161	2.90018824493539e-08	3.12104873435739e-06	2.78512004736305e-06	YGR174C/YOL071W/YBR037C/YPR140W/YBR269C/YLR203C/YBR024W/YHR116W/YIL157C/YML030W/YDR381C-A/YJL062W-A/YLL009C/YML129C/YJL003W/YLR218C/YER058W/YLR077W/YDR511W/YIL098C/YJR034W/YDR379C-A/YKL053C-A/YBL059C-A/YMR244C-A	25
GO:0015980	energy derivation by oxidation of organic compounds	58/783	218/6015	0.26605504587156	2.04383282364934	6.07276214373704	3.26340943115062e-08	3.26107842441408e-06	2.91007788371777e-06	YDL085W/YJL045W/YPR184W/YBR026C/YKL093W/YDL021W/YMR170C/YML070W/YOL071W/YMR118C/YIL099W/YGR244C/YDR148C/YFR053C/YKL085W/YPR140W/YFR049W/YER054C/YAL054C/YOR374W/YIL125W/YPR160W/YGR087C/YLR273C/YDR031W/YML110C/YIL057C/YAL017W/YML120C/YOR358W/YLR345W/YCL040W/YNR001C/YDL078C/YMR056C/YPL262W/YGL018C/YNR007C/YPR155C/YLR174W/YGL062W/YIL024C/YMR165C/YGR223C/YMR267W/YFR017C/YIL045W/YEL039C/YNL117W/YJL116C/YDR178W/YLR164W/YMR105C/YIL070C/YKR058W/YNL009W/YLR258W/YKL035W	58
GO:0006631	fatty acid metabolic process	28/783	73/6015	0.383561643835616	2.94651760877552	6.47265066554267	3.75563995935076e-08	3.50276020208781e-06	3.12574666090527e-06	YML042W/YDL110C/YBR026C/YIR033W/YIL160C/YOL002C/YDR216W/YBR222C/YGL055W/YNL202W/YJR019C/YEL020C/YKR009C/YKL192C/YGL205W/YPR006C/YDL078C/YLR118C/YAR035W/YPL147W/YKL188C/YMR165C/YLR284C/YER015W/YPL095C/YNL009W/YMR246W/YOR100C	28
GO:0005996	monosaccharide metabolic process	35/783	106/6015	0.330188679245283	2.53650690378081	6.17389414316431	6.74377279898299e-08	5.62751700040048e-06	5.02180893305366e-06	YOR120W/YDL085W/YGL156W/YJR096W/YHR104W/YDL021W/YMR170C/YBR053C/YIL107C/YDR009W/YMR280C/YFR053C/YOR374W/YGR087C/YNL241C/YGR066C/YLR070C/YEL012W/YHR043C/YLR345W/YCL040W/YIL097W/YGR194C/YGL062W/YKR097W/YDR511W/YJL155C/YCL039W/YGL227W/YIL017C/YJR159W/YBR019C/YMR105C/YBR105C/YBR018C	35
GO:0046185	aldehyde catabolic process	10/783	12/6015	0.833333333333333	6.40166028097063	7.24540128594175	6.83829799905705e-08	5.62751700040048e-06	5.02180893305366e-06	YOR391C/YNL274C/YPL280W/YOR040W/YOR388C/YMR110C/YDR272W/YJL068C/YDR533C/YML004C	10
GO:0009062	fatty acid catabolic process	15/783	26/6015	0.576923076923077	4.43191865605659	6.78383425072132	8.81996076369628e-08	6.85506950467283e-06	6.11723594487941e-06	YIL160C/YDR216W/YNL202W/YJR019C/YEL020C/YKR009C/YGL205W/YPR006C/YDL078C/YPL147W/YKL188C/YMR165C/YLR284C/YPL095C/YNL009W	15
GO:0006099	tricarboxylic acid cycle	16/783	30/6015	0.533333333333333	4.0970625798212	6.57820276767332	1.44227438082561e-07	1.00887092938751e-05	9.00282850346931e-06	YJL045W/YOL071W/YMR118C/YGR244C/YDR148C/YKL085W/YFR049W/YIL125W/YNR001C/YDL078C/YPL262W/YLR174W/YNL117W/YDR178W/YLR164W/YNL009W	16
GO:0009311	oligosaccharide metabolic process	16/783	30/6015	0.533333333333333	4.0970625798212	6.57820276767332	1.44227438082561e-07	1.00887092938751e-05	9.00282850346931e-06	YGL156W/YPR026W/YDR001C/YBR001C/YMR196W/YIL162W/YBR297W/YBR126C/YGR292W/YLL026W/YBR299W/YOL157C/YMR105C/YML100W/YGR289C/YKL035W	16
GO:0006979	response to oxidative stress	37/783	120/6015	0.308333333333333	2.36861430395913	5.85812343351364	2.10104963729868e-07	1.34343098218594e-05	1.19883311002033e-05	YOR120W/YKL026C/YGR043C/YJR096W/YBL064C/YDL124W/YHR104W/YDR453C/YOR173W/YFL014W/YMR250W/YCL035C/YKL150W/YIR037W/YCR083W/YNL036W/YBR037C/YPL196W/YLR270W/YOL052C-A/YBR024W/YCL033C/YHR008C/YHR106W/YGR088W/YNL241C/YDR533C/YDR296W/YIL010W/YLR109W/YBL022C/YCL026C-B/YBR046C/YBR006W/YDR171W/YDR513W/YKL086W	37
GO:0006081	aldehyde metabolic process	21/783	49/6015	0.428571428571429	3.29228243021346	6.23237054556301	2.11261483974915e-07	1.34343098218594e-05	1.19883311002033e-05	YBR117C/YGR043C/YOR391C/YNL274C/YPL280W/YOR040W/YMR280C/YOR388C/YMR110C/YDR272W/YJL068C/YJR155W/YDR533C/YFL059W/YDL078C/YLR174W/YNL333W/YML004C/YNL117W/YNL009W/YPL088W	21
GO:1901700	response to oxygen-containing compound	31/783	94/6015	0.329787234042553	2.53342300480965	5.79638329129346	3.93782608437609e-07	2.3952255182792e-05	2.13741955884213e-05	YMR175W/YKL107W/YOR391C/YDR001C/YPL280W/YNL036W/YOR040W/YGR008C/YOR388C/YDR216W/YDR272W/YOL052C-A/YGL039W/YPR093C/YHR008C/YJL068C/YHR106W/YGR088W/YGL248W/YNL241C/YJL144W/YDR533C/YHL010C/YML004C/YBR126C/YOR153W/YER020W/YDR171W/YJL084C/YPL203W/YBR050C	31
GO:0019318	hexose metabolic process	31/783	97/6015	0.319587628865979	2.45506971600111	5.58870149913585	8.60017057260635e-07	5.01318276294845e-05	4.47359749961014e-05	YDL085W/YGL156W/YHR104W/YDL021W/YMR170C/YIL107C/YDR009W/YMR280C/YFR053C/YOR374W/YGR087C/YNL241C/YGR066C/YLR070C/YEL012W/YHR043C/YLR345W/YCL040W/YIL097W/YGL062W/YKR097W/YDR511W/YJL155C/YCL039W/YGL227W/YIL017C/YJR159W/YBR019C/YMR105C/YBR105C/YBR018C	31
GO:0005984	disaccharide metabolic process	14/783	27/6015	0.518518518518518	3.98325528593728	6.00980153519429	1.39489094942642e-06	7.80580975299027e-05	6.9656449095568e-05	YPR026W/YDR001C/YBR001C/YIL162W/YBR297W/YBR126C/YGR292W/YLL026W/YBR299W/YOL157C/YMR105C/YML100W/YGR289C/YKL035W	14
GO:0017004	cytochrome complex assembly	18/783	42/6015	0.428571428571429	3.29228243021346	5.76667184948056	1.57591862749841e-06	8.47965446103951e-05	7.56696150693567e-05	YGR174C/YBR037C/YLR203C/YBR024W/YIL157C/YML030W/YDR381C-A/YJL062W-A/YLL009C/YML129C/YJL003W/YLR218C/YER058W/YAL039C/YLR077W/YJR034W/YKL087C/YMR244C-A	18
GO:0019395	fatty acid oxidation	13/783	24/6015	0.541666666666667	4.16107918263091	6.00233265867728	1.75449854038964e-06	8.76622663573254e-05	7.82268898083503e-05	YIL160C/YDR216W/YJR019C/YEL020C/YKR009C/YGL205W/YDL078C/YPL147W/YKL188C/YLR284C/YER015W/YNL009W/YMR246W	13
GO:0034440	lipid oxidation	13/783	24/6015	0.541666666666667	4.16107918263091	6.00233265867728	1.75449854038964e-06	8.76622663573254e-05	7.82268898083503e-05	YIL160C/YDR216W/YJR019C/YEL020C/YKR009C/YGL205W/YDL078C/YPL147W/YKL188C/YLR284C/YER015W/YNL009W/YMR246W	13
GO:0008535	respiratory chain complex IV assembly	14/783	29/6015	0.482758620689655	3.70854802483816	5.65582428500141	4.18847063864763e-06	0.000195322347448934	0.000174299164120564	YBR037C/YLR203C/YBR024W/YIL157C/YML030W/YDR381C-A/YJL062W-A/YLL009C/YML129C/YJL003W/YLR218C/YER058W/YJR034W/YMR244C-A	14
GO:0033617	mitochondrial cytochrome c oxidase assembly	14/783	29/6015	0.482758620689655	3.70854802483816	5.65582428500141	4.18847063864763e-06	0.000195322347448934	0.000174299164120564	YBR037C/YLR203C/YBR024W/YIL157C/YML030W/YDR381C-A/YJL062W-A/YLL009C/YML129C/YJL003W/YLR218C/YER058W/YJR034W/YMR244C-A	14
GO:0034599	cellular response to oxidative stress	32/783	109/6015	0.293577981651376	2.25526380540617	5.11599674342217	4.55989446436536e-06	0.000205783624375714	0.00018363445958361	YOR120W/YKL026C/YGR043C/YJR096W/YBL064C/YDL124W/YHR104W/YDR453C/YFL014W/YMR250W/YCL035C/YKL150W/YIR037W/YCR083W/YNL036W/YBR037C/YOL052C-A/YBR024W/YCL033C/YHR008C/YHR106W/YGR088W/YDR533C/YDR296W/YIL010W/YLR109W/YBL022C/YCL026C-B/YBR046C/YBR006W/YDR513W/YKL086W	32
GO:0006635	fatty acid beta-oxidation	10/783	16/6015	0.625	4.80124521072797	5.88945586523067	5.05262653768372e-06	0.00022089451644436	0.000197118916897792	YIL160C/YDR216W/YJR019C/YKR009C/YGL205W/YDL078C/YPL147W/YKL188C/YLR284C/YNL009W	10
GO:1901701	cellular response to oxygen-containing compound	24/783	72/6015	0.333333333333333	2.56066411238825	5.1534913589887	6.5786614200741e-06	0.000278895373535869	0.000248876951968353	YMR175W/YOR391C/YDR001C/YPL280W/YNL036W/YOR040W/YGR008C/YOR388C/YDR216W/YDR272W/YOL052C-A/YHR008C/YJL068C/YHR106W/YGR088W/YGL248W/YJL144W/YDR533C/YML004C/YBR126C/YER020W/YJL084C/YPL203W/YBR050C	24
GO:0110095	cellular detoxification of aldehyde	8/783	11/6015	0.727272727272727	5.586903517938	5.89012255538433	9.1555602699989e-06	0.000376724376992014	0.000336176299697173	YOR391C/YPL280W/YOR040W/YOR388C/YDR272W/YJL068C/YDR533C/YML004C	8
GO:0019752	carboxylic acid metabolic process	77/783	369/6015	0.208672086720867	1.60301737116988	4.62488879363117	9.51009231469091e-06	0.000380131975664359	0.00033921712737514	YGR256W/YML042W/YMR169C/YDL110C/YFL030W/YBR026C/YOR391C/YIR033W/YIL160C/YDL021W/YOL002C/YMR170C/YMR250W/YNL274C/YBL015W/YBR053C/YGR019W/YPL280W/YOR040W/YDR148C/YMR280C/YFR053C/YAL062W/YKL085W/YOR388C/YDR216W/YLL058W/YBR222C/YDR272W/YFR049W/YGL055W/YFR047C/YAL054C/YNL202W/YJR019C/YOR374W/YNR033W/YIL125W/YGR087C/YEL020C/YKR009C/YKL192C/YDR533C/YGL205W/YHR037W/YLR345W/YCL040W/YNR001C/YPR006C/YDL078C/YJR078W/YPL262W/YDL215C/YLR118C/YLR174W/YGL062W/YPL017C/YML004C/YAR035W/YHR112C/YPL147W/YDR036C/YBR006W/YKL188C/YMR165C/YPL275W/YMR020W/YNL117W/YLR284C/YML054C/YER015W/YLL062C/YPL095C/YNL009W/YMR246W/YOR100C/YIR017C	77
GO:0070887	cellular response to chemical stimulus	70/783	327/6015	0.214067278287462	1.644463191442	4.63575980297366	9.99894723627204e-06	0.000388570199542905	0.000346747117608732	YMR175W/YKR076W/YOR120W/YKL026C/YIR038C/YGR043C/YJR096W/YBL064C/YDL124W/YHR104W/YDR453C/YOR391C/YIR033W/YIL160C/YFL014W/YDR001C/YMR250W/YCL035C/YKL150W/YIR037W/YCR083W/YDR009W/YPL280W/YNL036W/YOR040W/YBR037C/YGR008C/YOR388C/YDR216W/YDR272W/YOL052C-A/YBR024W/YCL033C/YHR008C/YJL068C/YHR106W/YGR088W/YGL248W/YDL020C/YJL144W/YDR533C/YOL117W/YDR296W/YOR208W/YPR075C/YML057W/YIL101C/YIL010W/YLR109W/YGL045W/YML004C/YBL022C/YCL026C-B/YBR046C/YBR006W/YBR126C/YER020W/YPL230W/YCR091W/YBL101C/YJL084C/YFR022W/YDR513W/YDL022W/YPL203W/YKL086W/YAL028W/YBR182C/YBR050C/YNL335W	70
GO:0009313	oligosaccharide catabolic process	9/783	14/6015	0.642857142857143	4.9384236453202	5.7069406999648	1.11620849256711e-05	0.000422047481378755	0.000376621130066742	YGL156W/YPR026W/YDR001C/YBR001C/YIL162W/YGR292W/YBR299W/YOL157C/YGR289C	9
GO:0042221	response to chemical	93/783	471/6015	0.197452229299363	1.5168265124338	4.51931228573162	1.2146999032235e-05	0.000447201359107809	0.0003990676136352	YMR175W/YKR076W/YOR120W/YKL026C/YIR038C/YGR043C/YKL107W/YJR096W/YBL064C/YDL124W/YHR104W/YDR453C/YOR391C/YOR173W/YIR033W/YIL160C/YFL014W/YDR001C/YOL002C/YMR250W/YCL035C/YDL214C/YKL150W/YIR037W/YCR083W/YDR009W/YPL280W/YNL036W/YOR040W/YBR037C/YGR008C/YOR388C/YDR216W/YLR270W/YDR272W/YGL141W/YOL052C-A/YGL039W/YPR093C/YBR024W/YCL033C/YHR008C/YJL068C/YHR106W/YGR088W/YOL082W/YGL248W/YHL035C/YDL020C/YNL241C/YBR170C/YJL144W/YDR533C/YFL044C/YOL117W/YDR296W/YBR273C/YOR208W/YPR075C/YHL010C/YML057W/YIL101C/YIL010W/YOL013C/YLR109W/YGL045W/YDR406W/YML004C/YBL022C/YCL026C-B/YBR046C/YBR006W/YBR126C/YOR153W/YER020W/YOR328W/YPL230W/YHL030W/YCR091W/YMR067C/YGR212W/YBL101C/YDR171W/YJL084C/YFR022W/YDR513W/YDL022W/YPL203W/YKL086W/YAL028W/YBR182C/YBR050C/YNL335W	93
GO:0062197	cellular response to chemical stress	39/783	154/6015	0.253246753246753	1.94543961785341	4.59766180307292	2.16501470899427e-05	0.00077662963535461	0.000693038446657814	YOR120W/YKL026C/YGR043C/YJR096W/YBL064C/YDL124W/YHR104W/YDR453C/YFL014W/YMR250W/YCL035C/YKL150W/YIR037W/YCR083W/YNL036W/YBR037C/YOL052C-A/YBR024W/YCL033C/YHR008C/YHR106W/YGR088W/YDR533C/YDR296W/YOR208W/YPR075C/YIL101C/YIL010W/YLR109W/YBL022C/YCL026C-B/YBR046C/YBR006W/YPL230W/YDR513W/YDL022W/YKL086W/YAL028W/YBR182C	39
GO:0005991	trehalose metabolic process	8/783	12/6015	0.666666666666667	5.1213282247765	5.528055313804	2.43310060727733e-05	0.000830221402336825	0.000740861956413584	YPR026W/YDR001C/YBR001C/YBR126C/YLL026W/YMR105C/YML100W/YKL035W	8
GO:0110096	cellular response to aldehyde	8/783	12/6015	0.666666666666667	5.1213282247765	5.528055313804	2.43310060727733e-05	0.000830221402336825	0.000740861956413584	YOR391C/YPL280W/YOR040W/YOR388C/YDR272W/YJL068C/YDR533C/YML004C	8
GO:0034308	primary alcohol metabolic process	15/783	37/6015	0.405405405405405	3.11432121776949	4.99025340911281	2.64818354201793e-05	0.000868450614713683	0.000774976433580699	YOR120W/YDL085W/YMR170C/YML070W/YAL054C/YOR374W/YGR087C/YGR144W/YJR156C/YLR251W/YFL059W/YNL332W/YNL333W/YFL058W/YDL244W	15
GO:0098869	cellular oxidant detoxification	14/783	33/6015	0.424242424242424	3.2590270521305	5.0336605200403	2.6692906670971e-05	0.000868450614713683	0.000774976433580699	YKR076W/YKL026C/YIR038C/YBL064C/YDR453C/YCL035C/YIR037W/YHR008C/YHR106W/YGR088W/YIL010W/YLR109W/YDR513W/YKL086W	14
GO:0016051	carbohydrate biosynthetic process	29/783	104/6015	0.278846153846154	2.14209401709402	4.54482088179646	3.72705405501793e-05	0.00118503377794775	0.00105748471513188	YPR184W/YBR053C/YMR280C/YER054C/YLR273C/YGR066C/YLR070C/YAL017W/YEL012W/YIL097W/YGL062W/YKR097W/YDR511W/YBR126C/YFR017C/YCL039W/YIL045W/YGR032W/YGL227W/YER062C/YIL017C/YDL022W/YJR159W/YMR105C/YKR058W/YML100W/YBR105C/YLR258W/YKL035W	29
GO:0046395	carboxylic acid catabolic process	29/783	105/6015	0.276190476190476	2.12169312169312	4.4854259480339	4.52534792718701e-05	0.00140688038891881	0.00125545324950732	YIL160C/YMR250W/YNL274C/YGR019W/YDR148C/YOR388C/YDR216W/YBR222C/YFR047C/YNL202W/YJR019C/YGR087C/YEL020C/YKR009C/YGL205W/YHR037W/YPR006C/YDL078C/YJR078W/YDL215C/YPL147W/YDR036C/YBR006W/YKL188C/YMR165C/YPL275W/YLR284C/YPL095C/YNL009W	29
GO:0072524	pyridine-containing compound metabolic process	27/783	95/6015	0.284210526315789	2.18330308529946	4.49702882607615	4.76803103851249e-05	0.00145010335279978	0.00129402398436518	YBR117C/YGR256W/YGR043C/YNL200C/YKL151C/YDL021W/YPL134C/YPR127W/YFR053C/YFR047C/YOR374W/YIL155C/YNL241C/YLR345W/YCL040W/YFL059W/YDL078C/YJR078W/YGR248W/YGL037C/YLR174W/YCR073W-A/YNL333W/YHR202W/YEL041W/YMR315W/YNL009W	27
GO:0006739	NADP+ metabolic process	11/783	23/6015	0.478260869565217	3.67399633516575	4.97012771371107	5.17315163980694e-05	0.00145080813271071	0.00129465290650833	YBR117C/YGR256W/YGR043C/YOR374W/YNL241C/YGR248W/YLR174W/YCR073W-A/YEL041W/YMR315W/YNL009W	11
GO:0042181	ketone biosynthetic process	11/783	23/6015	0.478260869565217	3.67399633516575	4.97012771371107	5.17315163980694e-05	0.00145080813271071	0.00129465290650833	YAL060W/YDR204W/YMR110C/YOL096C/YGR087C/YML110C/YGR255C/YOR125C/YMR152W/YLR201C/YBR003W	11
GO:0045454	cell redox homeostasis	11/783	23/6015	0.478260869565217	3.67399633516575	4.97012771371107	5.17315163980694e-05	0.00145080813271071	0.00129465290650833	YBL064C/YDR453C/YNL055C/YPL222W/YBR037C/YBR024W/YHR106W/YGR209C/YIL010W/YLR109W/YML050W	11
GO:0015909	long-chain fatty acid transport	7/783	10/6015	0.7	5.37739463601533	5.35905137898386	5.18516130346929e-05	0.00145080813271071	0.00129465290650833	YML042W/YKL187C/YOR049C/YAR035W/YPL147W/YKL188C/YMR246W	7
GO:0016054	organic acid catabolic process	29/783	106/6015	0.273584905660377	2.10167714884696	4.42668892680385	5.47504871281312e-05	0.00147950951524542	0.00132026506533318	YIL160C/YMR250W/YNL274C/YGR019W/YDR148C/YOR388C/YDR216W/YBR222C/YFR047C/YNL202W/YJR019C/YGR087C/YEL020C/YKR009C/YGL205W/YHR037W/YPR006C/YDL078C/YJR078W/YDL215C/YPL147W/YDR036C/YBR006W/YKL188C/YMR165C/YPL275W/YLR284C/YPL095C/YNL009W	29
GO:0043436	oxoacid metabolic process	77/783	387/6015	0.198966408268734	1.52845842367361	4.15736340010589	5.52231736377469e-05	0.00147950951524542	0.00132026506533318	YGR256W/YML042W/YMR169C/YDL110C/YFL030W/YBR026C/YOR391C/YIR033W/YIL160C/YDL021W/YOL002C/YMR170C/YMR250W/YNL274C/YBL015W/YBR053C/YGR019W/YPL280W/YOR040W/YDR148C/YMR280C/YFR053C/YAL062W/YKL085W/YOR388C/YDR216W/YLL058W/YBR222C/YDR272W/YFR049W/YGL055W/YFR047C/YAL054C/YNL202W/YJR019C/YOR374W/YNR033W/YIL125W/YGR087C/YEL020C/YKR009C/YKL192C/YDR533C/YGL205W/YHR037W/YLR345W/YCL040W/YNR001C/YPR006C/YDL078C/YJR078W/YPL262W/YDL215C/YLR118C/YLR174W/YGL062W/YPL017C/YML004C/YAR035W/YHR112C/YPL147W/YDR036C/YBR006W/YKL188C/YMR165C/YPL275W/YMR020W/YNL117W/YLR284C/YML054C/YER015W/YLL062C/YPL095C/YNL009W/YMR246W/YOR100C/YIR017C	77
GO:0046352	disaccharide catabolic process	8/783	13/6015	0.615384615384615	4.72737989979369	5.20422500176704	5.60500388191617e-05	0.00147950951524542	0.00132026506533318	YPR026W/YDR001C/YBR001C/YIL162W/YGR292W/YBR299W/YOL157C/YGR289C	8
GO:0046496	nicotinamide nucleotide metabolic process	24/783	81/6015	0.296296296296296	2.27614587767844	4.47298854130129	5.99224022688069e-05	0.00155243408840853	0.00138534052808587	YBR117C/YGR256W/YGR043C/YNL200C/YKL151C/YDL021W/YPL134C/YFR053C/YFR047C/YOR374W/YIL155C/YNL241C/YLR345W/YCL040W/YDL078C/YJR078W/YGR248W/YGL037C/YLR174W/YCR073W-A/YHR202W/YEL041W/YMR315W/YNL009W	24
